code,geometry
1148, -0.1788418979605279 51.46950416839227_ -0.1788418979605279 51.47047843346535_ -0.1804066345095708 51.47047843346535_ -0.1804066345095708 51.46950416839227_ -0.1788418979605279 51.46950416839227
1149, -0.1788418979605279 51.47047843346535_ -0.1788418979605279 51.47145269853843_ -0.1804066345095708 51.47145269853843_ -0.1804066345095708 51.47047843346535_ -0.1788418979605279 51.47047843346535
1150, -0.1788418979605279 51.47145269853843_ -0.1788418979605279 51.472426963611504_ -0.1804066345095708 51.472426963611504_ -0.1804066345095708 51.47145269853843_ -0.1788418979605279 51.47145269853843
1151, -0.1788418979605279 51.472426963611504_ -0.1788418979605279 51.47340122868459_ -0.1804066345095708 51.47340122868459_ -0.1804066345095708 51.472426963611504_ -0.1788418979605279 51.472426963611504
1152, -0.1788418979605279 51.47340122868459_ -0.1788418979605279 51.47437549375766_ -0.1804066345095708 51.47437549375766_ -0.1804066345095708 51.47340122868459_ -0.1788418979605279 51.47340122868459
1153, -0.1788418979605279 51.47437549375766_ -0.1788418979605279 51.475349758830745_ -0.1804066345095708 51.475349758830745_ -0.1804066345095708 51.47437549375766_ -0.1788418979605279 51.47437549375766
1154, -0.1788418979605279 51.475349758830745_ -0.1788418979605279 51.47632402390382_ -0.1804066345095708 51.47632402390382_ -0.1804066345095708 51.475349758830745_ -0.1788418979605279 51.475349758830745
1155, -0.1788418979605279 51.47632402390382_ -0.1788418979605279 51.4772982889769_ -0.1804066345095708 51.4772982889769_ -0.1804066345095708 51.47632402390382_ -0.1788418979605279 51.47632402390382
1156, -0.1788418979605279 51.4772982889769_ -0.1788418979605279 51.47827255404998_ -0.1804066345095708 51.47827255404998_ -0.1804066345095708 51.4772982889769_ -0.1788418979605279 51.4772982889769
1157, -0.1788418979605279 51.47827255404998_ -0.1788418979605279 51.479246819123055_ -0.1804066345095708 51.479246819123055_ -0.1804066345095708 51.47827255404998_ -0.1788418979605279 51.47827255404998
1158, -0.1788418979605279 51.479246819123055_ -0.1788418979605279 51.48022108419614_ -0.1804066345095708 51.48022108419614_ -0.1804066345095708 51.479246819123055_ -0.1788418979605279 51.479246819123055
1159, -0.1788418979605279 51.48022108419614_ -0.1788418979605279 51.481195349269214_ -0.1804066345095708 51.481195349269214_ -0.1804066345095708 51.48022108419614_ -0.1788418979605279 51.48022108419614
1160, -0.1788418979605279 51.481195349269214_ -0.1788418979605279 51.48216961434229_ -0.1804066345095708 51.48216961434229_ -0.1804066345095708 51.481195349269214_ -0.1788418979605279 51.481195349269214
1161, -0.1788418979605279 51.48216961434229_ -0.1788418979605279 51.48314387941537_ -0.1804066345095708 51.48314387941537_ -0.1804066345095708 51.48216961434229_ -0.1788418979605279 51.48216961434229
1162, -0.1788418979605279 51.48314387941537_ -0.1788418979605279 51.48411814448845_ -0.1804066345095708 51.48411814448845_ -0.1804066345095708 51.48314387941537_ -0.1788418979605279 51.48314387941537
1163, -0.1788418979605279 51.48411814448845_ -0.1788418979605279 51.48509240956153_ -0.1804066345095708 51.48509240956153_ -0.1804066345095708 51.48411814448845_ -0.1788418979605279 51.48411814448845
1164, -0.1788418979605279 51.48509240956153_ -0.1788418979605279 51.48606667463461_ -0.1804066345095708 51.48606667463461_ -0.1804066345095708 51.48509240956153_ -0.1788418979605279 51.48509240956153
1165, -0.1788418979605279 51.48606667463461_ -0.1788418979605279 51.48704093970768_ -0.1804066345095708 51.48704093970768_ -0.1804066345095708 51.48606667463461_ -0.1788418979605279 51.48606667463461
1166, -0.1788418979605279 51.48704093970768_ -0.1788418979605279 51.488015204780766_ -0.1804066345095708 51.488015204780766_ -0.1804066345095708 51.48704093970768_ -0.1788418979605279 51.48704093970768
1167, -0.1788418979605279 51.488015204780766_ -0.1788418979605279 51.48898946985384_ -0.1804066345095708 51.48898946985384_ -0.1804066345095708 51.488015204780766_ -0.1788418979605279 51.488015204780766
1168, -0.1788418979605279 51.48898946985384_ -0.1788418979605279 51.489963734926924_ -0.1804066345095708 51.489963734926924_ -0.1804066345095708 51.48898946985384_ -0.1788418979605279 51.48898946985384
1169, -0.1788418979605279 51.489963734926924_ -0.1788418979605279 51.490938_ -0.1804066345095708 51.490938_ -0.1804066345095708 51.489963734926924_ -0.1788418979605279 51.489963734926924
1170, -0.1788418979605279 51.490938_ -0.1788418979605279 51.491912265073076_ -0.1804066345095708 51.491912265073076_ -0.1804066345095708 51.490938_ -0.1788418979605279 51.490938
1171, -0.1788418979605279 51.491912265073076_ -0.1788418979605279 51.49288653014616_ -0.1804066345095708 51.49288653014616_ -0.1804066345095708 51.491912265073076_ -0.1788418979605279 51.491912265073076
1172, -0.1788418979605279 51.49288653014616_ -0.1788418979605279 51.493860795219234_ -0.1804066345095708 51.493860795219234_ -0.1804066345095708 51.49288653014616_ -0.1788418979605279 51.49288653014616
1173, -0.1788418979605279 51.493860795219234_ -0.1788418979605279 51.49483506029232_ -0.1804066345095708 51.49483506029232_ -0.1804066345095708 51.493860795219234_ -0.1788418979605279 51.493860795219234
1174, -0.1788418979605279 51.49483506029232_ -0.1788418979605279 51.49580932536539_ -0.1804066345095708 51.49580932536539_ -0.1804066345095708 51.49483506029232_ -0.1788418979605279 51.49483506029232
1175, -0.1788418979605279 51.49580932536539_ -0.1788418979605279 51.49678359043847_ -0.1804066345095708 51.49678359043847_ -0.1804066345095708 51.49580932536539_ -0.1788418979605279 51.49580932536539
1176, -0.1788418979605279 51.49678359043847_ -0.1788418979605279 51.49775785551155_ -0.1804066345095708 51.49775785551155_ -0.1804066345095708 51.49678359043847_ -0.1788418979605279 51.49678359043847
1177, -0.1788418979605279 51.49775785551155_ -0.1788418979605279 51.49873212058463_ -0.1804066345095708 51.49873212058463_ -0.1804066345095708 51.49775785551155_ -0.1788418979605279 51.49775785551155
1178, -0.1788418979605279 51.49873212058463_ -0.1788418979605279 51.49970638565771_ -0.1804066345095708 51.49970638565771_ -0.1804066345095708 51.49873212058463_ -0.1788418979605279 51.49873212058463
1179, -0.1788418979605279 51.49970638565771_ -0.1788418979605279 51.500680650730786_ -0.1804066345095708 51.500680650730786_ -0.1804066345095708 51.49970638565771_ -0.1788418979605279 51.49970638565771
1180, -0.1788418979605279 51.500680650730786_ -0.1788418979605279 51.50165491580386_ -0.1804066345095708 51.50165491580386_ -0.1804066345095708 51.500680650730786_ -0.1788418979605279 51.500680650730786
1181, -0.1788418979605279 51.50165491580386_ -0.1788418979605279 51.502629180876944_ -0.1804066345095708 51.502629180876944_ -0.1804066345095708 51.50165491580386_ -0.1788418979605279 51.50165491580386
1182, -0.1788418979605279 51.502629180876944_ -0.1788418979605279 51.50360344595002_ -0.1804066345095708 51.50360344595002_ -0.1804066345095708 51.502629180876944_ -0.1788418979605279 51.502629180876944
1183, -0.1788418979605279 51.50360344595002_ -0.1788418979605279 51.5045777110231_ -0.1804066345095708 51.5045777110231_ -0.1804066345095708 51.50360344595002_ -0.1788418979605279 51.50360344595002
1184, -0.1788418979605279 51.5045777110231_ -0.1788418979605279 51.50555197609618_ -0.1804066345095708 51.50555197609618_ -0.1804066345095708 51.5045777110231_ -0.1788418979605279 51.5045777110231
1185, -0.1788418979605279 51.50555197609618_ -0.1788418979605279 51.506526241169254_ -0.1804066345095708 51.506526241169254_ -0.1804066345095708 51.50555197609618_ -0.1788418979605279 51.50555197609618
1186, -0.1788418979605279 51.506526241169254_ -0.1788418979605279 51.50750050624234_ -0.1804066345095708 51.50750050624234_ -0.1804066345095708 51.506526241169254_ -0.1788418979605279 51.506526241169254
1187, -0.1788418979605279 51.50750050624234_ -0.1788418979605279 51.50847477131541_ -0.1804066345095708 51.50847477131541_ -0.1804066345095708 51.50750050624234_ -0.1788418979605279 51.50750050624234
1188, -0.1788418979605279 51.50847477131541_ -0.1788418979605279 51.509449036388496_ -0.1804066345095708 51.509449036388496_ -0.1804066345095708 51.50847477131541_ -0.1788418979605279 51.50847477131541
1189, -0.1788418979605279 51.509449036388496_ -0.1788418979605279 51.51042330146157_ -0.1804066345095708 51.51042330146157_ -0.1804066345095708 51.509449036388496_ -0.1788418979605279 51.509449036388496
1190, -0.1788418979605279 51.51042330146157_ -0.1788418979605279 51.51139756653465_ -0.1804066345095708 51.51139756653465_ -0.1804066345095708 51.51042330146157_ -0.1788418979605279 51.51042330146157
1191, -0.1788418979605279 51.51139756653465_ -0.1788418979605279 51.51237183160773_ -0.1804066345095708 51.51237183160773_ -0.1804066345095708 51.51139756653465_ -0.1788418979605279 51.51139756653465
1192, -0.1788418979605279 51.51237183160773_ -0.1788418979605279 51.513346096680806_ -0.1804066345095708 51.513346096680806_ -0.1804066345095708 51.51237183160773_ -0.1788418979605279 51.51237183160773
1193, -0.1788418979605279 51.513346096680806_ -0.1788418979605279 51.51432036175389_ -0.1804066345095708 51.51432036175389_ -0.1804066345095708 51.513346096680806_ -0.1788418979605279 51.513346096680806
1194, -0.1788418979605279 51.51432036175389_ -0.1788418979605279 51.515294626826964_ -0.1804066345095708 51.515294626826964_ -0.1804066345095708 51.51432036175389_ -0.1788418979605279 51.51432036175389
1195, -0.1788418979605279 51.515294626826964_ -0.1788418979605279 51.51626889190004_ -0.1804066345095708 51.51626889190004_ -0.1804066345095708 51.515294626826964_ -0.1788418979605279 51.515294626826964
1196, -0.1788418979605279 51.51626889190004_ -0.1788418979605279 51.51724315697312_ -0.1804066345095708 51.51724315697312_ -0.1804066345095708 51.51626889190004_ -0.1788418979605279 51.51626889190004
1197, -0.1788418979605279 51.51724315697312_ -0.1788418979605279 51.5182174220462_ -0.1804066345095708 51.5182174220462_ -0.1804066345095708 51.51724315697312_ -0.1788418979605279 51.51724315697312
1198, -0.1788418979605279 51.5182174220462_ -0.1788418979605279 51.51919168711928_ -0.1804066345095708 51.51919168711928_ -0.1804066345095708 51.5182174220462_ -0.1788418979605279 51.5182174220462
1199, -0.1788418979605279 51.51919168711928_ -0.1788418979605279 51.52016595219236_ -0.1804066345095708 51.52016595219236_ -0.1804066345095708 51.51919168711928_ -0.1788418979605279 51.51919168711928
1200, -0.1804066345095708 51.46171004780764_ -0.1804066345095708 51.46268431288072_ -0.1819713710586137 51.46268431288072_ -0.1819713710586137 51.46171004780764_ -0.1804066345095708 51.46171004780764
1201, -0.1804066345095708 51.46268431288072_ -0.1804066345095708 51.4636585779538_ -0.1819713710586137 51.4636585779538_ -0.1819713710586137 51.46268431288072_ -0.1804066345095708 51.46268431288072
1202, -0.1804066345095708 51.4636585779538_ -0.1804066345095708 51.46463284302688_ -0.1819713710586137 51.46463284302688_ -0.1819713710586137 51.4636585779538_ -0.1804066345095708 51.4636585779538
1203, -0.1804066345095708 51.46463284302688_ -0.1804066345095708 51.46560710809996_ -0.1819713710586137 51.46560710809996_ -0.1819713710586137 51.46463284302688_ -0.1804066345095708 51.46463284302688
1204, -0.1804066345095708 51.46560710809996_ -0.1804066345095708 51.466581373173035_ -0.1819713710586137 51.466581373173035_ -0.1819713710586137 51.46560710809996_ -0.1804066345095708 51.46560710809996
1205, -0.1804066345095708 51.466581373173035_ -0.1804066345095708 51.46755563824611_ -0.1819713710586137 51.46755563824611_ -0.1819713710586137 51.466581373173035_ -0.1804066345095708 51.466581373173035
1206, -0.1804066345095708 51.46755563824611_ -0.1804066345095708 51.468529903319194_ -0.1819713710586137 51.468529903319194_ -0.1819713710586137 51.46755563824611_ -0.1804066345095708 51.46755563824611
1207, -0.1804066345095708 51.468529903319194_ -0.1804066345095708 51.46950416839227_ -0.1819713710586137 51.46950416839227_ -0.1819713710586137 51.468529903319194_ -0.1804066345095708 51.468529903319194
1208, -0.1804066345095708 51.46950416839227_ -0.1804066345095708 51.47047843346535_ -0.1819713710586137 51.47047843346535_ -0.1819713710586137 51.46950416839227_ -0.1804066345095708 51.46950416839227
1209, -0.1804066345095708 51.47047843346535_ -0.1804066345095708 51.47145269853843_ -0.1819713710586137 51.47145269853843_ -0.1819713710586137 51.47047843346535_ -0.1804066345095708 51.47047843346535
1210, -0.1804066345095708 51.47145269853843_ -0.1804066345095708 51.472426963611504_ -0.1819713710586137 51.472426963611504_ -0.1819713710586137 51.47145269853843_ -0.1804066345095708 51.47145269853843
1211, -0.1804066345095708 51.472426963611504_ -0.1804066345095708 51.47340122868459_ -0.1819713710586137 51.47340122868459_ -0.1819713710586137 51.472426963611504_ -0.1804066345095708 51.472426963611504
1212, -0.1804066345095708 51.47340122868459_ -0.1804066345095708 51.47437549375766_ -0.1819713710586137 51.47437549375766_ -0.1819713710586137 51.47340122868459_ -0.1804066345095708 51.47340122868459
1213, -0.1804066345095708 51.47437549375766_ -0.1804066345095708 51.475349758830745_ -0.1819713710586137 51.475349758830745_ -0.1819713710586137 51.47437549375766_ -0.1804066345095708 51.47437549375766
1214, -0.1804066345095708 51.475349758830745_ -0.1804066345095708 51.47632402390382_ -0.1819713710586137 51.47632402390382_ -0.1819713710586137 51.475349758830745_ -0.1804066345095708 51.475349758830745
1215, -0.1804066345095708 51.47632402390382_ -0.1804066345095708 51.4772982889769_ -0.1819713710586137 51.4772982889769_ -0.1819713710586137 51.47632402390382_ -0.1804066345095708 51.47632402390382
1216, -0.1804066345095708 51.4772982889769_ -0.1804066345095708 51.47827255404998_ -0.1819713710586137 51.47827255404998_ -0.1819713710586137 51.4772982889769_ -0.1804066345095708 51.4772982889769
1217, -0.1804066345095708 51.47827255404998_ -0.1804066345095708 51.479246819123055_ -0.1819713710586137 51.479246819123055_ -0.1819713710586137 51.47827255404998_ -0.1804066345095708 51.47827255404998
1218, -0.1804066345095708 51.479246819123055_ -0.1804066345095708 51.48022108419614_ -0.1819713710586137 51.48022108419614_ -0.1819713710586137 51.479246819123055_ -0.1804066345095708 51.479246819123055
1219, -0.1804066345095708 51.48022108419614_ -0.1804066345095708 51.481195349269214_ -0.1819713710586137 51.481195349269214_ -0.1819713710586137 51.48022108419614_ -0.1804066345095708 51.48022108419614
1220, -0.1804066345095708 51.481195349269214_ -0.1804066345095708 51.48216961434229_ -0.1819713710586137 51.48216961434229_ -0.1819713710586137 51.481195349269214_ -0.1804066345095708 51.481195349269214
1221, -0.1804066345095708 51.48216961434229_ -0.1804066345095708 51.48314387941537_ -0.1819713710586137 51.48314387941537_ -0.1819713710586137 51.48216961434229_ -0.1804066345095708 51.48216961434229
1222, -0.1804066345095708 51.48314387941537_ -0.1804066345095708 51.48411814448845_ -0.1819713710586137 51.48411814448845_ -0.1819713710586137 51.48314387941537_ -0.1804066345095708 51.48314387941537
1223, -0.1804066345095708 51.48411814448845_ -0.1804066345095708 51.48509240956153_ -0.1819713710586137 51.48509240956153_ -0.1819713710586137 51.48411814448845_ -0.1804066345095708 51.48411814448845
1224, -0.1804066345095708 51.48509240956153_ -0.1804066345095708 51.48606667463461_ -0.1819713710586137 51.48606667463461_ -0.1819713710586137 51.48509240956153_ -0.1804066345095708 51.48509240956153
1225, -0.1804066345095708 51.48606667463461_ -0.1804066345095708 51.48704093970768_ -0.1819713710586137 51.48704093970768_ -0.1819713710586137 51.48606667463461_ -0.1804066345095708 51.48606667463461
